"id","submitdate","lastpage","startlanguage","seed","startdate","datestamp","FQ1","WB1","WB2[SQ001]","WB2[SQ002]","WB2[SQ003]","WB2[SQ004]","WB2[SQ005]","WB2[SQ006]","WB3[SQ001]","WB3[SQ002]","WB4[SQ001]","WB4[SQ002]","WB4[SQ003]","WB4[SQ004]","VD000a","VD000","VD001","VD002003","VD004003","VD005013011","VD006","VD008","VD007","VD009","VD010011","VD012013011","VD018","VD014","VD019","VD017021","VD020021","VD015","VD016","VD022","VD099[SQ001]","VD100a","VD100","VD121","VD154","VD101","VD122","VD155156","VD109156","VD159","VD123124125","VD115124125","VD130","VD131","VD102","VD111","VD110","VD114144102","VD144102","VD112","VD113125","VD116120","VD135145","VD134145","VD150a151152","VD150b126","VD126","VD141142152","VD151152","VD127","VD128","VD140142152","VD129","VD118120","VD103104","VD107108104","VD138167","VD136","VD166136","VD165147","VD143147","VD146133","VD132133","VD149106","VD148","VD105153106","VD117153106","VD199[SQ001]","VD200a","VD200","VD201","VD216205206","VD202","VD203","VD204205206","VD220221222","VD207","VD213","VD214221222","VD219222","VD215206","VD223210","VD208209210","VD224225212209210","VD226","VD227212209210","VD218225212209210","VD217","VD211","VD299[SQ001]","SP1","SP2","SP3","SP4[SQ002]","SP4[SQ006]","SP4[SQ001]","SP4[SQ003]","SP4[SQ004]","SP4[SQ005]","SP4[SQ007]","PD1","PD2","PD3[SQ001]","PD3[SQ002]","PD3[SQ003]","PD3[SQ004]","PD3[SQ005]","PD4[SQ001]","PD4[SQ002]","PD5","D3"
"83","2021-02-10 09:55:21","104","de","97927731","2021-02-10 09:19:22","2021-02-10 09:55:21","","4","A1","A1","A3","A4","A2","A2","A4","A2","A5","A3","A4","A4","Y","A1","A2","A1","","A1","","","","","","","","","","","A2","","","","A5","N","A1","A1","A3","","","A2","","","","","","","","","A2","","","A2","","A2","","","","","","","","","","","","","","A2","","","","","","","","","","","","A3","Y","A2","A1","A2","","","","","","","","","","","","","","","","","","A4","A3","A2","A3","A4","A3","A5","A4","A3","A4","A2","A2","27","","","Y","Y","","","5","A35","Vielen Dank für Ihre Teilnahme am Fragebogen. Wenn Sie ihre Aufwandsentschädigung erhalten möchten, senden Sie diesen Code mit Ihren Bankdaten per E-Mail an gabriele.filomena@uni-muenster.de     Vergessen Sie nicht, Ihren Fragebogen zu versenden!  1612947321  Der Code ist nicht mit Ihren Antworten verknüpft. Es dient nur als Beweis für das Ausfüllen des Fragebogens."
"84","2021-02-10 10:06:33","104","de","1517935009","2021-02-10 09:19:22","2021-02-10 10:06:33","","4","A2","A2","A3","A4","A4","A3","A3","A3","A3","A2","A4","A4","N","A1","A1","","","","A1","","A1","","","","","","","A2","","","","","A4","Y","A1","A1","A3","","","A2","","","","","","","","","A1","A1","","","","","","","","","","","","","","","","","A1","","","","A2","","","","","","","","","A2","Y","A2","A2","","A1","A2","","A2","","","","","","A1","","","","","","","","A2","A3","A2","A3","A3","A3","A5","A3","A2","A3","A3","A1","25","","","Y","","","5","5","A22","Vielen Dank für Ihre Teilnahme am Fragebogen. Wenn Sie ihre Aufwandsentschädigung erhalten möchten, senden Sie diesen Code mit Ihren Bankdaten per E-Mail an gabriele.filomena@uni-muenster.de     Vergessen Sie nicht, Ihren Fragebogen zu versenden!  1612947993  Der Code ist nicht mit Ihren Antworten verknüpft. Es dient nur als Beweis für das Ausfüllen des Fragebogens."
"85","2021-02-10 09:46:40","104","de","444517841","2021-02-10 09:19:33","2021-02-10 09:46:40","","3","A1","A2","A4","A4","A2","A1","A3","A2","A4","A4","A5","A2","N","A1","A2","A1","","A1","","","","","","","","","","","A2","","","","A4","Y","A1","A2","","","","","A2","","","","","","","","A1","A2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","A4","Y","A2","A1","A2","","","","","","","","","","","","","","","","","","A4","A2","A3","A3","A5","A3","A4","A4","A4","A5","A2","A1","22","","","","Y","","18","","","Vielen Dank für Ihre Teilnahme am Fragebogen. Wenn Sie ihre Aufwandsentschädigung erhalten möchten, senden Sie diesen Code mit Ihren Bankdaten per E-Mail an gabriele.filomena@uni-muenster.de     Vergessen Sie nicht, Ihren Fragebogen zu versenden!  1612946800  Der Code ist nicht mit Ihren Antworten verknüpft. Es dient nur als Beweis für das Ausfüllen des Fragebogens."
"86","2021-02-10 09:50:10","104","de","2114913671","2021-02-10 09:19:38","2021-02-10 09:50:10","","3","A2","A1","A2","A4","A3","A4","A2","A2","A4","A3","A5","A4","Y","A1","A1","","","","A2","A2","","A1","A1","","","","","","A1","","","","A3","Y","A1","A1","A2","","","","","","","A2","","","","","","","","","","","","","","","A2","","","A2","","","","A2","","A2","","","","","","","","","","","","A4","Y","A2","A1","A2","","","","","","","","","","","","","","","","","","A2","A3","A3","A3","A3","A2","A2","A3","A2","A2","A3","A2","20","","Y","Y","Y","","","2","A11","Vielen Dank für Ihre Teilnahme am Fragebogen. Wenn Sie ihre Aufwandsentschädigung erhalten möchten, senden Sie diesen Code mit Ihren Bankdaten per E-Mail an gabriele.filomena@uni-muenster.de     Vergessen Sie nicht, Ihren Fragebogen zu versenden!  1612947010  Der Code ist nicht mit Ihren Antworten verknüpft. Es dient nur als Beweis für das Ausfüllen des Fragebogens."
"87","2021-02-10 09:53:52","104","de","1475063758","2021-02-10 09:20:00","2021-02-10 09:53:52","","5","A1","A5","A3","A3","A4","A5","A3","A3","A2","A2","A4","A4","N","A1","A2","A2","","","","","","A1","A1","","","","","","A1","","","","A4","Y","A1","A1","A2","","","","","","","A1","","","","","","","","","","","","","A1","","","","","","","","","","","","","","","","A2","","","","","","","A6","N","A2","A2","","A3","","","","A2","","","","","","A2","","","","","","","A2","A3","A3","A2","A4","A2","A3","A1","A5","A4","A4","A2","21","","","","Y","","1","0","","Vielen Dank für Ihre Teilnahme am Fragebogen. Wenn Sie ihre Aufwandsentschädigung erhalten möchten, senden Sie diesen Code mit Ihren Bankdaten per E-Mail an gabriele.filomena@uni-muenster.de     Vergessen Sie nicht, Ihren Fragebogen zu versenden!  1612947232  Der Code ist nicht mit Ihren Antworten verknüpft. Es dient nur als Beweis für das Ausfüllen des Fragebogens."
"89","2021-02-10 09:32:56","104","de","451226987","2021-02-10 09:22:04","2021-02-10 09:32:56","","3","A1","A2","A3","A3","A3","A2","A3","A4","A2","A1","A4","A2","N","A1","A1","","","","A2","A1","","","","","","","","","","","","","A3","N","A1","A1","A2","","","","","","","A1","","","","","","","","","","","","","A2","","","","","","","","","","","","","A2","","","","","","","","","","A3","Y","A2","A2","","A3","","","","A1","A1","A2","","","A1","","","","","","","","A5","A1","A1","A2","A2","A2","A2","A3","A3","A2","A2","A1","25","","","","Y","","3","1","","Vielen Dank für Ihre Teilnahme am Fragebogen. Wenn Sie ihre Aufwandsentschädigung erhalten möchten, senden Sie diesen Code mit Ihren Bankdaten per E-Mail an gabriele.filomena@uni-muenster.de     Vergessen Sie nicht, Ihren Fragebogen zu versenden!  1612945976  Der Code ist nicht mit Ihren Antworten verknüpft. Es dient nur als Beweis für das Ausfüllen des Fragebogens."
"91","2021-02-10 09:56:34","104","de","694480366","2021-02-10 09:24:38","2021-02-10 09:56:34","","7","A1","A1","A2","A5","A5","A1","A3","A3","A4","A4","A4","A3","Y","A1","A1","","","","A1","","A2","","","A1","","","","","A1","","","","A4","Y","A1","A2","","","","","A1","","A1","","","","","","","","","","","","","","A1","","","","","","","","","","","","","","","","A2","","","","","","","A4","Y","A2","A1","A1","","","","","","","","","","","","","","","","","","A4","A3","A2","A2","A3","A3","A3","A4","A4","A3","A3","A2","23","","","","Y","","","3","","Vielen Dank für Ihre Teilnahme am Fragebogen. Wenn Sie ihre Aufwandsentschädigung erhalten möchten, senden Sie diesen Code mit Ihren Bankdaten per E-Mail an gabriele.filomena@uni-muenster.de     Vergessen Sie nicht, Ihren Fragebogen zu versenden!  1612947394  Der Code ist nicht mit Ihren Antworten verknüpft. Es dient nur als Beweis für das Ausfüllen des Fragebogens."
"92","2021-02-10 09:44:24","104","de","488566376","2021-02-10 09:25:15","2021-02-10 09:44:24","","7","A1","A5","A3","A5","A5","A2","A2","A3","A2","A2","A2","A2","N","A2","","","A2","","","","","A2","","","A2","A2","","","","","","","A5","Y","A1","A1","A2","","","","","","","A1","","","","","","","","","","","","","A1","","","","","","","","","","","","","","","","A2","","","","","","","A6","Y","A2","A1","A2","","","","","","","","","","","","","","","","","","A2","A2","A2","A1","A5","A4","A3","A4","A5","A5","A4","A2","19","","","Y","Y","","4","","A13","Vielen Dank für Ihre Teilnahme am Fragebogen. Wenn Sie ihre Aufwandsentschädigung erhalten möchten, senden Sie diesen Code mit Ihren Bankdaten per E-Mail an gabriele.filomena@uni-muenster.de     Vergessen Sie nicht, Ihren Fragebogen zu versenden!  1612946664  Der Code ist nicht mit Ihren Antworten verknüpft. Es dient nur als Beweis für das Ausfüllen des Fragebogens."
"93","2021-02-10 09:58:28","104","de","750771456","2021-02-10 09:25:24","2021-02-10 09:58:28","","3","A2","A3","A3","A3","A4","A3","A2","A1","A5","A4","A5","A5","Y","A1","A1","","","","A2","A2","","A1","A1","","","","","","A2","","","","A1","Y","A1","A1","A3","","","A2","","","","","","","","","A1","A1","","","","","","","","","","","","","","","","","A2","","","","","","","","","","","","","A2","Y","A2","A1","A2","","","","","","","","","","","","","","","","","","A1","A3","A3","A3","A3","A2","A2","A1","A3","A3","A3","A2","26","","","Y","Y","","","7","A29","Vielen Dank für Ihre Teilnahme am Fragebogen. Wenn Sie ihre Aufwandsentschädigung erhalten möchten, senden Sie diesen Code mit Ihren Bankdaten per E-Mail an gabriele.filomena@uni-muenster.de     Vergessen Sie nicht, Ihren Fragebogen zu versenden!  1612947508  Der Code ist nicht mit Ihren Antworten verknüpft. Es dient nur als Beweis für das Ausfüllen des Fragebogens."
"94","2021-02-10 09:57:46","104","de","1004026796","2021-02-10 09:27:42","2021-02-10 09:57:46","","5","A1","A1","A3","A4","A4","A2","A2","A2","A5","A4","A4","A3","Y","A1","A1","","","","A1","","A1","","","","","","","A2","","","","","A4","Y","A1","A1","A3","","","A2","","","","","","","","","A1","A2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","A4","Y","A2","A1","A2","","","","","","","","","","","","","","","","","","A4","A3","A2","A3","A4","A3","A4","A3","A2","A4","A3","A1","35","","Y","Y","Y","","","15","A31","Vielen Dank für Ihre Teilnahme am Fragebogen. Wenn Sie ihre Aufwandsentschädigung erhalten möchten, senden Sie diesen Code mit Ihren Bankdaten per E-Mail an gabriele.filomena@uni-muenster.de     Vergessen Sie nicht, Ihren Fragebogen zu versenden!  1612947466  Der Code ist nicht mit Ihren Antworten verknüpft. Es dient nur als Beweis für das Ausfüllen des Fragebogens."
"97","2021-02-10 10:07:49","104","de","1375909426","2021-02-10 09:32:43","2021-02-10 10:07:49","","6","A1","A1","A3","A4","A4","A2","A2","A1","A4","A4","A5","A4","Y","A1","A2","A1","","A2","","","","","","","","A2","","","","","","","A1","Y","A1","A1","A3","","","A2","","","","","","","","","A1","A2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","A1","Y","A2","A1","A2","","","","","","","","","","","","","","","","","","A2","A3","A3","A3","A3","A2","A1","A1","A2","A2","A1","A2","33","","","Y","Y","","","13","A23","Vielen Dank für Ihre Teilnahme am Fragebogen. Wenn Sie ihre Aufwandsentschädigung erhalten möchten, senden Sie diesen Code mit Ihren Bankdaten per E-Mail an gabriele.filomena@uni-muenster.de     Vergessen Sie nicht, Ihren Fragebogen zu versenden!  1612948069  Der Code ist nicht mit Ihren Antworten verknüpft. Es dient nur als Beweis für das Ausfüllen des Fragebogens."
"98","2021-02-10 09:58:58","104","de","842807576","2021-02-10 09:32:52","2021-02-10 09:58:58","","3","A1","A3","A4","A3","A5","A5","A4","A2","A3","A2","A4","A4","N","A1","A2","A2","","","","","","A1","A2","","","A2","","","","","","","A5","N","A1","A1","A2","","","","","","","A2","","","","","","","","","","","","","","","A1","A2","","","","","","","","","","A2","","","","","","","","","","A5","Y","A2","A1","A2","","","","","","","","","","","","","","","","","","A2","A3","A3","A3","A2","A3","A2","A1","A4","A2","A2","A2","21","","","Y","Y","","","2.5","A22","Vielen Dank für Ihre Teilnahme am Fragebogen. Wenn Sie ihre Aufwandsentschädigung erhalten möchten, senden Sie diesen Code mit Ihren Bankdaten per E-Mail an gabriele.filomena@uni-muenster.de     Vergessen Sie nicht, Ihren Fragebogen zu versenden!  1612947538  Der Code ist nicht mit Ihren Antworten verknüpft. Es dient nur als Beweis für das Ausfüllen des Fragebogens."
"101","2021-02-10 10:49:51","104","en","1818513660","2021-02-10 09:34:40","2021-02-10 10:49:51","","3","A1","A5","A3","A3","A3","A3","A5","A4","A4","A4","A4","A4","N","A1","A2","A1","","A2","","","","","","","","A1","A2","","","","","","A2","N","A1","A1","A2","","","","","","","A1","","","","","","","","","","","","","A2","","","","","","","","","","","","","A2","","","","","","","","","","A4","Y","A2","A1","A1","","","","","","","","","","","","","","","","","","A2","A3","A3","A3","A4","A2","A5","A3","A5","A4","A1","A2","29","","","","Y","","4","","","Thank you for participating in the questionnaire. If you want to be rewarded please email this code with your bank details to gabriele.filomena@uni-muenster.de  Do not forget to sumbit your questionnaire!  1612950591     The code is not associated with your responses; it is a just a proof of completion of the questionnaire."
"104","2021-02-10 09:57:53","104","de","576575254","2021-02-10 09:37:04","2021-02-10 09:57:53","","7","A3","A3","A3","A4","A4","A5","A3","A3","A4","A4","A4","A2","Y","A1","A1","","","","A2","A2","","A1","A1","","","","","","A2","","","","A5","Y","A1","A1","A3","","","A2","","","","","","","","","A1","A1","","","","","","","","","","","","","","","","","A1","","","","A1","A1","","","","","","","","A1","Y","A2","A1","A2","","","","","","","","","","","","","","","","","","A2","A3","A3","A2","A2","A2","A1","A3","A2","A3","A1","A2","31","","Y","Y","Y","","","3","A17","Vielen Dank für Ihre Teilnahme am Fragebogen. Wenn Sie ihre Aufwandsentschädigung erhalten möchten, senden Sie diesen Code mit Ihren Bankdaten per E-Mail an gabriele.filomena@uni-muenster.de     Vergessen Sie nicht, Ihren Fragebogen zu versenden!  1612947473  Der Code ist nicht mit Ihren Antworten verknüpft. Es dient nur als Beweis für das Ausfüllen des Fragebogens."
"107","2021-02-10 10:30:00","104","de","239734004","2021-02-10 09:39:37","2021-02-10 10:30:00","","3","A1","A1","A3","A4","A2","A3","A3","A3","A3","A3","A4","A4","N","A1","A1","","","","A1","","A2","","","A1","","","","","A1","","","","A4","N","A1","A2","","","","","A2","","","","","","","","A1","A2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","A5","Y","A2","A2","","A1","A2","","A2","","","","","","A2","","","","","","","","A5","A3","A3","A2","A3","A2","A3","A3","A3","A3","A2","A2","22","","","","Y","","6","2","","Vielen Dank für Ihre Teilnahme am Fragebogen. Wenn Sie ihre Aufwandsentschädigung erhalten möchten, senden Sie diesen Code mit Ihren Bankdaten per E-Mail an gabriele.filomena@uni-muenster.de     Vergessen Sie nicht, Ihren Fragebogen zu versenden!  1612949400  Der Code ist nicht mit Ihren Antworten verknüpft. Es dient nur als Beweis für das Ausfüllen des Fragebogens."
"108","2021-02-10 10:28:18","104","de","144998634","2021-02-10 09:45:06","2021-02-10 10:28:18","","3","A1","A2","A3","A5","A4","A3","A4","A4","A4","A3","A4","A2","N","A1","A1","","","","A1","","A2","","","A1","","","","","A2","","","","A5","N","A1","A1","A3","","","A2","","","","","","","","","A1","A1","","","","","","","","","","","","","","","","","A1","","","","A1","A2","","","","","","","","A5","Y","A2","A1","A2","","","","","","","","","","","","","","","","","","A4","A3","A2","A2","A3","A1","A2","A2","A3","A2","A2","A2","23","","","","Y","","7","3","","Vielen Dank für Ihre Teilnahme am Fragebogen. Wenn Sie ihre Aufwandsentschädigung erhalten möchten, senden Sie diesen Code mit Ihren Bankdaten per E-Mail an gabriele.filomena@uni-muenster.de     Vergessen Sie nicht, Ihren Fragebogen zu versenden!  1612949298  Der Code ist nicht mit Ihren Antworten verknüpft. Es dient nur als Beweis für das Ausfüllen des Fragebogens."
"109","2021-02-10 10:17:39","104","de","664717630","2021-02-10 09:45:07","2021-02-10 10:17:38","","4","A2","A5","A4","A3","A2","A4","A2","A3","A3","A2","A3","A3","Y","A2","","","A1","A1","","","","","","","","","","","A2","","","","A7","Y","A1","A1","A3","","","A2","","","","","","","","","A2","","","A2","","A2","","","","","","","","","","","","","","A2","","","","","","","","","","","","A2","Y","A2","A1","A2","","","","","","","","","","","","","","","","","","A2","A2","A3","A2","A3","A2","A3","A2","A3","A2","A3","A2","21","","","","Y","Y","0","0","","Vielen Dank für Ihre Teilnahme am Fragebogen. Wenn Sie ihre Aufwandsentschädigung erhalten möchten, senden Sie diesen Code mit Ihren Bankdaten per E-Mail an gabriele.filomena@uni-muenster.de     Vergessen Sie nicht, Ihren Fragebogen zu versenden!  1612948658  Der Code ist nicht mit Ihren Antworten verknüpft. Es dient nur als Beweis für das Ausfüllen des Fragebogens."
"110","2021-02-10 10:32:15","104","de","918166130","2021-02-10 09:45:15","2021-02-10 10:32:15","","5","A2","A2","A4","A4","A5","A4","A5","A4","A1","A1","A4","A2","Y","A1","A1","","","","A2","A2","","A1","A2","","","A1","A1","","","","","","A6","N","A1","A1","A3","","","A1","","","A2","","","","","","","","","","","","","","","","A2","","","A2","","","","A1","","","A2","A2","","","","","","","","","","A4","Y","A2","A1","A2","","","","","","","","","","","","","","","","","","A2","A3","A1","A3","A4","A4","A5","A2","A5","A2","A2","A2","22","","Y","Y","Y","","5","2","A11","Vielen Dank für Ihre Teilnahme am Fragebogen. Wenn Sie ihre Aufwandsentschädigung erhalten möchten, senden Sie diesen Code mit Ihren Bankdaten per E-Mail an gabriele.filomena@uni-muenster.de     Vergessen Sie nicht, Ihren Fragebogen zu versenden!  1612949535  Der Code ist nicht mit Ihren Antworten verknüpft. Es dient nur als Beweis für das Ausfüllen des Fragebogens."
"111","2021-02-10 10:09:31","104","de","436593371","2021-02-10 09:45:45","2021-02-10 10:09:31","","7","A4","A4","A4","A5","A4","A4","A2","A2","A5","A4","A5","A4","N","A2","","","A2","","","","","A2","","","A2","A2","","","","","","","A6","Y","A2","","","A2","","","","","","","A2","A2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","A6","Y","A2","A1","A2","","","","","","","","","","","","","","","","","","A4","A3","A3","A3","A4","A1","A4","A3","A2","A4","A2","A2","25","","","","Y","","6","4","","Vielen Dank für Ihre Teilnahme am Fragebogen. Wenn Sie ihre Aufwandsentschädigung erhalten möchten, senden Sie diesen Code mit Ihren Bankdaten per E-Mail an gabriele.filomena@uni-muenster.de     Vergessen Sie nicht, Ihren Fragebogen zu versenden!  1612948171  Der Code ist nicht mit Ihren Antworten verknüpft. Es dient nur als Beweis für das Ausfüllen des Fragebogens."
"112","2021-02-10 10:15:03","104","de","444735568","2021-02-10 09:45:58","2021-02-10 10:15:03","","7","A3","A4","A4","A4","A4","A3","A3","A2","A4","A4","A4","A3","Y","A1","A1","","","","A2","A1","","","","","","","","","","","","","A2","Y","A2","","","A2","","","","","","","A1","","","A1","","","","A2","","A1","","","","","","","","","","","","","","","A1","","","","A1","","","","","","","A1","Y","A2","A1","A2","","","","","","","","","","","","","","","","","","A4","A3","A3","A3","A3","A2","A3","A1","A1","A3","A2","A2","22","","","","Y","","","4.5","","Vielen Dank für Ihre Teilnahme am Fragebogen. Wenn Sie ihre Aufwandsentschädigung erhalten möchten, senden Sie diesen Code mit Ihren Bankdaten per E-Mail an gabriele.filomena@uni-muenster.de     Vergessen Sie nicht, Ihren Fragebogen zu versenden!  1612948503  Der Code ist nicht mit Ihren Antworten verknüpft. Es dient nur als Beweis für das Ausfüllen des Fragebogens."
"114","2021-02-10 10:18:54","104","de","395907309","2021-02-10 09:46:44","2021-02-10 10:18:54","","4","A1","A4","A4","A4","A3","A2","A4","A3","A3","A2","A4","A5","Y","A1","A1","","","","A1","","A1","","","","","","","A2","","","","","A5","N","A1","A2","","","","","A1","","A1","","","","","","","","","","","","","","A2","","","","","","","","","","","","","A2","","","","","","","","","","A4","Y","A2","A2","","A3","","","","A2","","","","","","A2","","","","","","","A5","A3","A3","A3","A2","A2","A2","A1","A4","A2","A4","A2","21","","","Y","Y","","","3","A38","Vielen Dank für Ihre Teilnahme am Fragebogen. Wenn Sie ihre Aufwandsentschädigung erhalten möchten, senden Sie diesen Code mit Ihren Bankdaten per E-Mail an gabriele.filomena@uni-muenster.de     Vergessen Sie nicht, Ihren Fragebogen zu versenden!  1612948734  Der Code ist nicht mit Ihren Antworten verknüpft. Es dient nur als Beweis für das Ausfüllen des Fragebogens."
"116","2021-02-10 10:17:06","104","de","585918631","2021-02-10 09:49:46","2021-02-10 10:17:06","","5","A1","A3","A4","A3","A3","A3","A4","A2","A4","A3","A5","A5","N","A1","A2","A2","","","","","","A1","A1","","","","","","A2","","","","A2","Y","A1","A1","A2","","","","","","","A2","","","","","","","","","","","","","","","A1","A1","","","","","","","","","","","","","A1","","","","","","","A4","Y","A2","A1","A2","","","","","","","","","","","","","","","","","","A1","A3","A3","A3","A2","A1","A2","A2","A4","A2","A2","A2","18","","","","Y","","4","","","Vielen Dank für Ihre Teilnahme am Fragebogen. Wenn Sie ihre Aufwandsentschädigung erhalten möchten, senden Sie diesen Code mit Ihren Bankdaten per E-Mail an gabriele.filomena@uni-muenster.de     Vergessen Sie nicht, Ihren Fragebogen zu versenden!  1612948626  Der Code ist nicht mit Ihren Antworten verknüpft. Es dient nur als Beweis für das Ausfüllen des Fragebogens."
"118","2021-02-10 09:59:47","104","de","566084060","2021-02-10 09:52:29","2021-02-10 09:59:47","","4","A1","A2","A4","A4","A3","A2","A3","A3","A4","A4","A5","A5","N","A1","A1","","","","A1","","A1","","","","","","","A1","","","","","A4","Y","A1","A1","A3","","","A1","","","A1","","","","","","","","","","","","","","A1","","","","","","","","","","","","","","","","A1","","","","","","","A4","Y","A2","A2","","A3","","","","A2","","","","","","A2","","","","","","","A4","A3","A3","A3","A3","A2","A4","A4","A3","A2","A2","A2","22","","","Y","Y","","4","4","A21","Vielen Dank für Ihre Teilnahme am Fragebogen. Wenn Sie ihre Aufwandsentschädigung erhalten möchten, senden Sie diesen Code mit Ihren Bankdaten per E-Mail an gabriele.filomena@uni-muenster.de     Vergessen Sie nicht, Ihren Fragebogen zu versenden!  1612947587  Der Code ist nicht mit Ihren Antworten verknüpft. Es dient nur als Beweis für das Ausfüllen des Fragebogens."
"119","2021-02-10 10:13:39","104","de","1844870608","2021-02-10 09:52:54","2021-02-10 10:13:39","","0","A1","A2","A1","A2","A1","A3","A3","A2","A4","A3","A4","A4","N","A1","A1","","","","A2","A1","","","","","","","","","","","","","A4","Y","A2","","","A1","A2","","","","","","","","","","A1","A2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","A5","Y","A2","A1","A2","","","","","","","","","","","","","","","","","","A6","A3","A3","A2","A3","A3","A2","A3","A3","A2","A2","A2","26","","","Y","Y","","","6","A13","Vielen Dank für Ihre Teilnahme am Fragebogen. Wenn Sie ihre Aufwandsentschädigung erhalten möchten, senden Sie diesen Code mit Ihren Bankdaten per E-Mail an gabriele.filomena@uni-muenster.de     Vergessen Sie nicht, Ihren Fragebogen zu versenden!  1612948419  Der Code ist nicht mit Ihren Antworten verknüpft. Es dient nur als Beweis für das Ausfüllen des Fragebogens."
"120","2021-02-10 10:48:49","104","de","842420416","2021-02-10 09:53:08","2021-02-10 10:48:49","","5","A1","A2","A3","A4","A3","A3","A3","A3","A5","A4","A4","A4","Y","A2","","","A2","","","","","A1","A1","","","","","","A2","","","","A4","Y","A1","A1","A3","","","A1","","","A2","","","","","","","","","","","","","","","","A2","","","A1","A2","","A1","","","","A2","A1","","A2","","","","","","","","A2","Y","A2","A2","","A1","A1","A2","","","","","","","","","","","","","","","A1","A3","A3","A2","A5","A3","A5","A4","A2","A4","A1","A2","26","","","","Y","","","5.5","","Vielen Dank für Ihre Teilnahme am Fragebogen. Wenn Sie ihre Aufwandsentschädigung erhalten möchten, senden Sie diesen Code mit Ihren Bankdaten per E-Mail an gabriele.filomena@uni-muenster.de     Vergessen Sie nicht, Ihren Fragebogen zu versenden!  1612950529  Der Code ist nicht mit Ihren Antworten verknüpft. Es dient nur als Beweis für das Ausfüllen des Fragebogens."
"123","2021-02-10 10:48:24","104","de","1395992345","2021-02-10 09:56:57","2021-02-10 10:48:24","","5","A1","A1","A3","A4","A5","A2","A1","A2","A4","A2","A4","A3","Y","A2","","","A1","A2","","","","","","","","A1","A2","","","","","","A2","Y","A2","","","A1","A2","","","","","","","","","","A1","A1","","","","","","","","","","","","","","","","","A2","","","","","","","","","","","","","A2","Y","A2","A1","A2","","","","","","","","","","","","","","","","","","A4","A3","A2","A3","A2","A4","A2","A4","A5","A5","A3","A2","64","","Y","Y","Y","","","64","A30","Vielen Dank für Ihre Teilnahme am Fragebogen. Wenn Sie ihre Aufwandsentschädigung erhalten möchten, senden Sie diesen Code mit Ihren Bankdaten per E-Mail an gabriele.filomena@uni-muenster.de     Vergessen Sie nicht, Ihren Fragebogen zu versenden!  1612950504  Der Code ist nicht mit Ihren Antworten verknüpft. Es dient nur als Beweis für das Ausfüllen des Fragebogens."
"124","2021-02-11 15:46:00","103","de","","2021-02-10 09:57:00","2021-02-10 10:11:00","","5","A2","A2","A3","A4","A4","A5","A3","A2","A4","A3","A4","A4","Y","A1","A1","","","","A1","","A1","","","","","","","A2","","","","","A2","Y","A2","","","A1","A2","","","","","","","","","","A1","A2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","A2","Y","A2","A1","A2","","","","","","","","","","","","","","","","","","A2","A3","A2","A2","A2","A2","A1","A2","A1","A2","A2","A1","31","","Y","Y","Y","","","11","A22","Vielen Dank für Ihre Teilnahme am Fragebogen. Wenn Sie ihre Aufwandsentschädigung erhalten möchten, senden Sie diesen Code mit Ihren Bankdaten per E-Mail an gabriele.filomena@uni-muenster.de     Vergessen Sie nicht, Ihren Fragebogen zu versenden!  1612948286  Der Code ist nicht mit Ihren Antworten verknüpft. Es dient nur als Beweis für das Ausfüllen des Fragebogens."
"125","2021-02-10 10:31:31","104","de","1680869263","2021-02-10 09:57:12","2021-02-10 10:31:31","","7","A2","A2","A2","A4","A3","A2","A4","A4","A4","A4","A4","A4","Y","A2","","","A1","A1","","","","","","","","","","","A2","","","","A4","Y","A2","","","A2","","","","","","","A1","","","A2","","","A2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","A4","Y","A2","A1","A2","","","","","","","","","","","","","","","","","","A4","A3","A3","A3","A5","A4","A5","A2","A3","A3","A2","A2","42","","Y","Y","","","5","8","A18","Vielen Dank für Ihre Teilnahme am Fragebogen. Wenn Sie ihre Aufwandsentschädigung erhalten möchten, senden Sie diesen Code mit Ihren Bankdaten per E-Mail an gabriele.filomena@uni-muenster.de     Vergessen Sie nicht, Ihren Fragebogen zu versenden!  1612949491  Der Code ist nicht mit Ihren Antworten verknüpft. Es dient nur als Beweis für das Ausfüllen des Fragebogens."
